"species","class","order","family","source"
"Sporophila beltoni","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila bouvreuil","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila cinnamomea","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila falcirostris","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila frontalis","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila hypochroma","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila hypoxantha","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila lineola","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila maximiliani","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila melanogaster","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila nigrorufa","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila palustris","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila pileata","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila ruficollis","Aves","Passeriformes","Thraupidae","faunabr"
"Conothraupis mesoleuca","Aves","Passeriformes","Thraupidae","faunabr"
"Tachyphonus coronatus","Aves","Passeriformes","Thraupidae","faunabr"
"Tachyphonus phoenicius","Aves","Passeriformes","Thraupidae","faunabr"
"Tachyphonus rufus","Aves","Passeriformes","Thraupidae","faunabr"
"Trichothraupis melanops","Aves","Passeriformes","Thraupidae","faunabr"
"Gubernatrix cristata","Aves","Passeriformes","Thraupidae","faunabr"
"Neothraupis fasciata","Aves","Passeriformes","Thraupidae","faunabr"
"Paroaria baeri","Aves","Passeriformes","Thraupidae","faunabr"
"Paroaria coronata","Aves","Passeriformes","Thraupidae","faunabr"
"Paroaria dominicana","Aves","Passeriformes","Thraupidae","faunabr"
"Schistochlamys ruficapillus","Aves","Passeriformes","Thraupidae","faunabr"
"Stephanophorus diadematus","Aves","Passeriformes","Thraupidae","faunabr"
"Stilpnia peruviana","Aves","Passeriformes","Thraupidae","faunabr"
"Stilpnia preciosa","Aves","Passeriformes","Thraupidae","faunabr"
"Tangara cyanomelas","Aves","Passeriformes","Thraupidae","faunabr"
"Tangara cyanoventris","Aves","Passeriformes","Thraupidae","faunabr"
"Tangara desmaresti","Aves","Passeriformes","Thraupidae","faunabr"
"Tangara fastuosa","Aves","Passeriformes","Thraupidae","faunabr"
"Tangara seledon","Aves","Passeriformes","Thraupidae","faunabr"
"Thraupis cyanoptera","Aves","Passeriformes","Thraupidae","faunabr"
"Thraupis ornata","Aves","Passeriformes","Thraupidae","faunabr"
"Laniisoma elegans","Aves","Passeriformes","Tityridae","faunabr"
"Laniocera hypopyrra","Aves","Passeriformes","Tityridae","faunabr"
"Schiffornis virescens","Aves","Passeriformes","Tityridae","faunabr"
"Cantorchilus guarayanus","Aves","Passeriformes","Troglodytidae","faunabr"
"Catharus swainsoni","Aves","Passeriformes","Turdidae","faunabr"
"Turdus amaurochalinus","Aves","Passeriformes","Turdidae","faunabr"
"Turdus lawrencii","Aves","Passeriformes","Turdidae","faunabr"
"Turdus sanchezorum","Aves","Passeriformes","Turdidae","faunabr"
"Turdus subalaris","Aves","Passeriformes","Turdidae","faunabr"
"Culicivora caudacuta","Aves","Passeriformes","Tyrannidae","faunabr"
"Elaenia chilensis","Aves","Passeriformes","Tyrannidae","faunabr"
"Elaenia mesoleuca","Aves","Passeriformes","Tyrannidae","faunabr"
"Elaenia parvirostris","Aves","Passeriformes","Tyrannidae","faunabr"
"Elaenia spectabilis","Aves","Passeriformes","Tyrannidae","faunabr"
"Euscarthmus meloryphus","Aves","Passeriformes","Tyrannidae","faunabr"
"Ornithion inerme","Aves","Passeriformes","Tyrannidae","faunabr"
"Phyllomyias griseocapilla","Aves","Passeriformes","Tyrannidae","faunabr"
"Phyllomyias reiseri","Aves","Passeriformes","Tyrannidae","faunabr"
"Phyllomyias virescens","Aves","Passeriformes","Tyrannidae","faunabr"
"Polystictus superciliaris","Aves","Passeriformes","Tyrannidae","faunabr"
"Pseudocolopteryx acutipennis","Aves","Passeriformes","Tyrannidae","faunabr"
"Pseudocolopteryx flaviventris","Aves","Passeriformes","Tyrannidae","faunabr"
"Pseudocolopteryx sclateri","Aves","Passeriformes","Tyrannidae","faunabr"
"Serpophaga griseicapilla","Aves","Passeriformes","Tyrannidae","faunabr"
"Serpophaga nigricans","Aves","Passeriformes","Tyrannidae","faunabr"
"Tyrannulus elatus","Aves","Passeriformes","Tyrannidae","faunabr"
"Zimmerius acer","Aves","Passeriformes","Tyrannidae","faunabr"
"Alectrurus risora","Aves","Passeriformes","Tyrannidae","faunabr"
"Alectrurus tricolor","Aves","Passeriformes","Tyrannidae","faunabr"
"Arundinicola leucocephala","Aves","Passeriformes","Tyrannidae","faunabr"
"Contopus virens","Aves","Passeriformes","Tyrannidae","faunabr"
"Fluvicola albiventer","Aves","Passeriformes","Tyrannidae","faunabr"
"Gubernetes yetapa","Aves","Passeriformes","Tyrannidae","faunabr"
"Guyramemua affine","Aves","Passeriformes","Tyrannidae","faunabr"
"Heteroxolmis dominicanus","Aves","Passeriformes","Tyrannidae","faunabr"
"Knipolegus cyanirostris","Aves","Passeriformes","Tyrannidae","faunabr"
"Knipolegus franciscanus","Aves","Passeriformes","Tyrannidae","faunabr"
"Knipolegus hudsoni","Aves","Passeriformes","Tyrannidae","faunabr"
"Knipolegus lophotes","Aves","Passeriformes","Tyrannidae","faunabr"
"Knipolegus striaticeps","Aves","Passeriformes","Tyrannidae","faunabr"
"Lessonia rufa","Aves","Passeriformes","Tyrannidae","faunabr"
"Muscipipra vetula","Aves","Passeriformes","Tyrannidae","faunabr"
"Muscisaxicola capistratus","Aves","Passeriformes","Tyrannidae","faunabr"
"Satrapa icterophrys","Aves","Passeriformes","Tyrannidae","faunabr"
"Xolmis velatus","Aves","Passeriformes","Tyrannidae","faunabr"
"Attila cinnamomeus","Aves","Passeriformes","Tyrannidae","faunabr"
"Attila phoenicurus","Aves","Passeriformes","Tyrannidae","faunabr"
"Casiornis fuscus","Aves","Passeriformes","Tyrannidae","faunabr"
"Casiornis rufus","Aves","Passeriformes","Tyrannidae","faunabr"
"Ramphotrigon ruficauda","Aves","Passeriformes","Tyrannidae","faunabr"
"Sirystes sibilator","Aves","Passeriformes","Tyrannidae","faunabr"
"Sirystes subcanescens","Aves","Passeriformes","Tyrannidae","faunabr"
"Tyrannopsis sulphurea","Aves","Passeriformes","Tyrannidae","faunabr"
"Tyrannus albogularis","Aves","Passeriformes","Tyrannidae","faunabr"
"Tyrannus savana","Aves","Passeriformes","Tyrannidae","faunabr"
"Tyrannus tyrannus","Aves","Passeriformes","Tyrannidae","faunabr"
"Hylophilus amaurocephalus","Aves","Passeriformes","Vireonidae","faunabr"
"Hylophilus pectoralis","Aves","Passeriformes","Vireonidae","faunabr"
"Hylophilus poicilotis","Aves","Passeriformes","Vireonidae","faunabr"
"Vireo gracilirostris","Aves","Passeriformes","Vireonidae","faunabr"
"Agamia agami","Aves","Pelecaniformes","Ardeidae","faunabr"
"Egretta caerulea","Aves","Pelecaniformes","Ardeidae","faunabr"
"Egretta gularis","Aves","Pelecaniformes","Ardeidae","faunabr"
"Ixobrychus involucris","Aves","Pelecaniformes","Ardeidae","faunabr"
"Pilherodius pileatus","Aves","Pelecaniformes","Ardeidae","faunabr"
"Eudocimus ruber","Aves","Pelecaniformes","Threskiornithidae","faunabr"
"Mesembrinibis cayennensis","Aves","Pelecaniformes","Threskiornithidae","faunabr"
"Platalea ajaja","Aves","Pelecaniformes","Threskiornithidae","faunabr"
"Plegadis chihi","Aves","Pelecaniformes","Threskiornithidae","faunabr"
"Theristicus caerulescens","Aves","Pelecaniformes","Threskiornithidae","faunabr"
"Phaethon rubricauda","Aves","Phaethontiformes","Phaethontidae","faunabr"
"Campephilus leucopogon","Aves","Piciformes","Picidae","faunabr"
"Campephilus robustus","Aves","Piciformes","Picidae","faunabr"
"Celeus galeatus","Aves","Piciformes","Picidae","faunabr"
"Celeus obrieni","Aves","Piciformes","Picidae","faunabr"
"Celeus ochraceus","Aves","Piciformes","Picidae","faunabr"
"Celeus undatus","Aves","Piciformes","Picidae","faunabr"
"Melanerpes cactorum","Aves","Piciformes","Picidae","faunabr"
"Melanerpes candidus","Aves","Piciformes","Picidae","faunabr"
"Melanerpes flavifrons","Aves","Piciformes","Picidae","faunabr"
"Piculus aurulentus","Aves","Piciformes","Picidae","faunabr"
"Piculus chrysochloros","Aves","Piciformes","Picidae","faunabr"
"Piculus polyzonus","Aves","Piciformes","Picidae","faunabr"
"Picumnus exilis","Aves","Piciformes","Picidae","faunabr"
"Picumnus limae","Aves","Piciformes","Picidae","faunabr"
"Picumnus nebulosus","Aves","Piciformes","Picidae","faunabr"
"Picumnus pernambucensis","Aves","Piciformes","Picidae","faunabr"
"Picumnus pygmaeus","Aves","Piciformes","Picidae","faunabr"
"Picumnus temminckii","Aves","Piciformes","Picidae","faunabr"
"Veniliornis maculifrons","Aves","Piciformes","Picidae","faunabr"
"Veniliornis spilogaster","Aves","Piciformes","Picidae","faunabr"
"Pteroglossus bailloni","Aves","Piciformes","Ramphastidae","faunabr"
"Ramphastos dicolorus","Aves","Piciformes","Ramphastidae","faunabr"
"Selenidera gouldii","Aves","Piciformes","Ramphastidae","faunabr"
"Selenidera maculirostris","Aves","Piciformes","Ramphastidae","faunabr"
"Oceanodroma castro","Aves","Procellariiformes","Hydrobatidae","faunabr"
"Lugensa brevirostris","Aves","Procellariiformes","Procellariidae","faunabr"
"Pterodroma macroptera","Aves","Procellariiformes","Procellariidae","faunabr"
"Alipiopsitta xanthops","Aves","Psittaciformes","Psittacidae","faunabr"
"Amazona amazonica","Aves","Psittaciformes","Psittacidae","faunabr"
"Amazona brasiliensis","Aves","Psittaciformes","Psittacidae","faunabr"
"Amazona farinosa","Aves","Psittaciformes","Psittacidae","faunabr"
"Amazona pretrei","Aves","Psittaciformes","Psittacidae","faunabr"
"Amazona rhodocorytha","Aves","Psittaciformes","Psittacidae","faunabr"
"Amazona vinacea","Aves","Psittaciformes","Psittacidae","faunabr"
"Anodorhynchus glaucus","Aves","Psittaciformes","Psittacidae","faunabr"
"Anodorhynchus hyacinthinus","Aves","Psittaciformes","Psittacidae","faunabr"
"Anodorhynchus leari","Aves","Psittaciformes","Psittacidae","faunabr"
"Ara ararauna","Aves","Psittaciformes","Psittacidae","faunabr"
"Ara chloropterus","Aves","Psittaciformes","Psittacidae","faunabr"
"Aratinga auricapillus","Aves","Psittaciformes","Psittacidae","faunabr"
"Aratinga jandaya","Aves","Psittaciformes","Psittacidae","faunabr"
"Aratinga nenday","Aves","Psittaciformes","Psittacidae","faunabr"
"Brotogeris tirica","Aves","Psittaciformes","Psittacidae","faunabr"
"Cyanopsitta spixii","Aves","Psittaciformes","Psittacidae","faunabr"
"Eupsittula aurea","Aves","Psittaciformes","Psittacidae","faunabr"
"Forpus modestus","Aves","Psittaciformes","Psittacidae","faunabr"
"Forpus sclateri","Aves","Psittaciformes","Psittacidae","faunabr"
"Orthopsittaca manilatus","Aves","Psittaciformes","Psittacidae","faunabr"
"Pionopsitta pileata","Aves","Psittaciformes","Psittacidae","faunabr"
"Pionus menstruus","Aves","Psittaciformes","Psittacidae","faunabr"
"Pionus reichenowi","Aves","Psittaciformes","Psittacidae","faunabr"
"Primolius auricollis","Aves","Psittaciformes","Psittacidae","faunabr"
"Primolius maracana","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrilia vulturina","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrrhura coerulescens","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrrhura cruentata","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrrhura devillei","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrrhura griseipectus","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrrhura leucotis","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrrhura pfrimeri","Aves","Psittaciformes","Psittacidae","faunabr"
"Touit melanonotus","Aves","Psittaciformes","Psittacidae","faunabr"
"Touit surdus","Aves","Psittaciformes","Psittacidae","faunabr"
"Triclaria malachitacea","Aves","Psittaciformes","Psittacidae","faunabr"
"Glaucidium minutissimum","Aves","Strigiformes","Strigidae","faunabr"
"Glaucidium mooreorum","Aves","Strigiformes","Strigidae","faunabr"
"Megascops alagoensis","Aves","Strigiformes","Strigidae","faunabr"
"Megascops ater","Aves","Strigiformes","Strigidae","faunabr"
"Megascops atricapilla","Aves","Strigiformes","Strigidae","faunabr"
"Megascops sanctaecatarinae","Aves","Strigiformes","Strigidae","faunabr"
"Pulsatrix koeniswaldiana","Aves","Strigiformes","Strigidae","faunabr"
"Strix hylophila","Aves","Strigiformes","Strigidae","faunabr"
"Fregata magnificens","Aves","Suliformes","Fregatidae","faunabr"
"Morus bassanus","Aves","Suliformes","Sulidae","faunabr"
"Morus capensis","Aves","Suliformes","Sulidae","faunabr"
"Morus serrator","Aves","Suliformes","Sulidae","faunabr"
"Crypturellus cinereus","Aves","Tinamiformes","Tinamidae","faunabr"
"Crypturellus parvirostris","Aves","Tinamiformes","Tinamidae","faunabr"
"Crypturellus strigulosus","Aves","Tinamiformes","Tinamidae","faunabr"
"Crypturellus variegatus","Aves","Tinamiformes","Tinamidae","faunabr"
"Crypturellus zabele","Aves","Tinamiformes","Tinamidae","faunabr"
"Nothura boraquira","Aves","Tinamiformes","Tinamidae","faunabr"
"Nothura minor","Aves","Tinamiformes","Tinamidae","faunabr"
"Taoniscus nanus","Aves","Tinamiformes","Tinamidae","faunabr"
"Tinamus guttatus","Aves","Tinamiformes","Tinamidae","faunabr"
"Tinamus solitarius","Aves","Tinamiformes","Tinamidae","faunabr"
"Trogon chrysochloros","Aves","Trogoniformes","Trogonidae","faunabr"
"Trogon muriciensis","Aves","Trogoniformes","Trogonidae","faunabr"
"Metachirus myosuros","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Brachycephalus actaeus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus albolineatus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus auroguttatus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus mariaeterezae","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus olivaceus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus verrucosus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus fuscolineatus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus leopardus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus boticario","Amphibia","Anura","Brachycephalidae","faunabr"
"Paratelmatobius segallai","Amphibia","Anura","Leptodactylidae","faunabr"
"Crossodactylodes serranegra","Amphibia","Anura","Leptodactylidae","faunabr"
"Crossodactylodes teixeirai","Amphibia","Anura","Leptodactylidae","faunabr"
"Melanophryniscus biancae","Amphibia","Anura","Bufonidae","faunabr"
"Melanophryniscus milanoi","Amphibia","Anura","Bufonidae","faunabr"
"Melanophryniscus xanthostomus","Amphibia","Anura","Bufonidae","faunabr"
"Marmosops woodalli","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Fritziana izecksohni","Amphibia","Anura","Hemiphractidae","faunabr"
"Fritziana ulei","Amphibia","Anura","Hemiphractidae","faunabr"
"Brachycephalus clarissae","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus coloratus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus curupira","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus darkside","Amphibia","Anura","Brachycephalidae","faunabr"
"Lithodytes lineatus","Amphibia","Anura","Leptodactylidae","faunabr"
"Adenomera guarani","Amphibia","Anura","Leptodactylidae","faunabr"
"Adenomera kweti","Amphibia","Anura","Leptodactylidae","faunabr"
"Rhipidomys bezerrensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Rhipidomys caracolensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Spheniscus magellanicus","Aves","Sphenisciformes","Spheniscidae","faunabr"
"Myotis pampa","Mammalia","Chiroptera","Vespertilionidae","faunabr"
"Aptenodytes patagonicus","Aves","Sphenisciformes","Spheniscidae","faunabr"
"Eudyptes chrysolophus","Aves","Sphenisciformes","Spheniscidae","faunabr"
"Eudyptes chrysocome","Aves","Sphenisciformes","Spheniscidae","faunabr"
"Aplastodiscus heterophonicus","Amphibia","Anura","Hylidae","faunabr"
"Aplastodiscus aulophonus","Amphibia","Anura","Hylidae","faunabr"
"Lichonycteris obscura","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Aplastodiscus lutzorum","Amphibia","Anura","Hylidae","faunabr"
"Rhipidomys baturiteensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Rhipidomys cearanus","Mammalia","Rodentia","Cricetidae","faunabr"
"Fritziana mitus","Amphibia","Anura","Hemiphractidae","faunabr"
"Fritziana tonimi","Amphibia","Anura","Hemiphractidae","faunabr"
"Parabuteo leucorrhous","Aves","Accipitriformes","Accipitridae","faunabr"
"Leptodactylus avivoca","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus barrioi","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus brevipes","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus kilombo","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus luctator","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus paranaru","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus payaya","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus watu","Amphibia","Anura","Leptodactylidae","faunabr"
"Adenomera cantitata","Amphibia","Anura","Leptodactylidae","faunabr"
"Rhinella diptycha","Amphibia","Anura","Bufonidae","faunabr"
"Spatula platalea","Aves","Anseriformes","Anatidae","faunabr"
"Molossus melini","Mammalia","Chiroptera","Molossidae","faunabr"
"Lonchophylla inexpectata","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Aburria cujubi","Aves","Galliformes","Cracidae","faunabr"
"Aburria cumanensis","Aves","Galliformes","Cracidae","faunabr"
"Accipiter bicolor","Aves","Accipitriformes","Accipitridae","faunabr"
"Accipiter striatus","Aves","Accipitriformes","Accipitridae","faunabr"
"Aegolius harrisii","Aves","Strigiformes","Strigidae","faunabr"
"Agelaioides badius","Aves","Passeriformes","Icteridae","faunabr"
"Agelasticus atroolivaceus","Aves","Passeriformes","Icteridae","faunabr"
"Agelasticus thilius","Aves","Passeriformes","Icteridae","faunabr"
"Akodon azarae","Mammalia","Rodentia","Cricetidae","faunabr"
"Amaurolimnas concolor","Aves","Gruiformes","Rallidae","faunabr"
"Amazona aestiva","Aves","Psittaciformes","Psittacidae","faunabr"
"Amazona ochrocephala","Aves","Psittaciformes","Psittacidae","faunabr"
"Amazonetta brasiliensis","Aves","Anseriformes","Anatidae","faunabr"
"Ammodramus humeralis","Aves","Passeriformes","Passerellidae","faunabr"
"Anabacerthia ruficaudata","Aves","Passeriformes","Furnariidae","faunabr"
"Anas bahamensis","Aves","Anseriformes","Anatidae","faunabr"
"Anas flavirostris","Aves","Anseriformes","Anatidae","faunabr"
"Anas georgica","Aves","Anseriformes","Anatidae","faunabr"
"Anhinga anhinga","Aves","Suliformes","Anhingidae","faunabr"
"Anous minutus","Aves","Charadriiformes","Sternidae","faunabr"
"Anous stolidus","Aves","Charadriiformes","Sternidae","faunabr"
"Anthus chii","Aves","Passeriformes","Motacillidae","faunabr"
"Anthus correndera","Aves","Passeriformes","Motacillidae","faunabr"
"Anthus furcatus","Aves","Passeriformes","Motacillidae","faunabr"
"Anthus hellmayri","Aves","Passeriformes","Motacillidae","faunabr"
"Antrostomus rufus","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Antrostomus sericocaudatus","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Aramides cajaneus","Aves","Gruiformes","Rallidae","faunabr"
"Aramus guarauna","Aves","Gruiformes","Aramidae","faunabr"
"Ardea alba","Aves","Pelecaniformes","Ardeidae","faunabr"
"Arenaria interpres","Aves","Charadriiformes","Scolopacidae","faunabr"
"Asemospiza fuliginosa","Aves","Passeriformes","Thraupidae","faunabr"
"Asio clamator","Aves","Strigiformes","Strigidae","faunabr"
"Asio flammeus","Aves","Strigiformes","Strigidae","faunabr"
"Asio stygius","Aves","Strigiformes","Strigidae","faunabr"
"Asthenes pyrrholeuca","Aves","Passeriformes","Furnariidae","faunabr"
"Athene cunicularia","Aves","Strigiformes","Strigidae","faunabr"
"Atticora tibialis","Aves","Passeriformes","Hirundinidae","faunabr"
"Attila bolivianus","Aves","Passeriformes","Tyrannidae","faunabr"
"Attila rufus","Aves","Passeriformes","Tyrannidae","faunabr"
"Attila spadiceus","Aves","Passeriformes","Tyrannidae","faunabr"
"Augastes scutatus","Aves","Apodiformes","Trochilidae","faunabr"
"Automolus leucophthalmus","Aves","Passeriformes","Furnariidae","faunabr"
"Automolus rufipileatus","Aves","Passeriformes","Furnariidae","faunabr"
"Basileuterus culicivorus","Aves","Passeriformes","Parulidae","faunabr"
"Batara cinerea","Aves","Passeriformes","Thamnophilidae","faunabr"
"Botaurus pinnatus","Aves","Pelecaniformes","Ardeidae","faunabr"
"Bothrops bilineatus","Reptilia","Squamata","Viperidae","faunabr"
"Brachygalba lugubris","Aves","Galbuliformes","Galbulidae","faunabr"
"Brotogeris chiriri","Aves","Psittaciformes","Psittacidae","faunabr"
"Brotogeris chrysoptera","Aves","Psittaciformes","Psittacidae","faunabr"
"Bubo virginianus","Aves","Strigiformes","Strigidae","faunabr"
"Bubulcus ibis","Aves","Pelecaniformes","Ardeidae","faunabr"
"Burhinus bistriatus","Aves","Charadriiformes","Burhinidae","faunabr"
"Busarellus nigricollis","Aves","Accipitriformes","Accipitridae","faunabr"
"Buteo brachyurus","Aves","Accipitriformes","Accipitridae","faunabr"
"Buteo nitidus","Aves","Accipitriformes","Accipitridae","faunabr"
"Butorides striata","Aves","Pelecaniformes","Ardeidae","faunabr"
"Cacicus cela","Aves","Passeriformes","Icteridae","faunabr"
"Cacicus haemorrhous","Aves","Passeriformes","Icteridae","faunabr"
"Caiman crocodilus","Reptilia","Crocodylia","Alligatoridae","faunabr"
"Calidris alba","Aves","Charadriiformes","Scolopacidae","faunabr"
"Calidris canutus","Aves","Charadriiformes","Scolopacidae","faunabr"
"Campephilus melanoleucos","Aves","Piciformes","Picidae","faunabr"
"Camptostoma obsoletum","Aves","Passeriformes","Tyrannidae","faunabr"
"Campylorhamphus trochilirostris","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Campylorhynchus turdinus","Aves","Passeriformes","Troglodytidae","faunabr"
"Cantorchilus leucotis","Aves","Passeriformes","Troglodytidae","faunabr"
"Cantorchilus longirostris","Aves","Passeriformes","Troglodytidae","faunabr"
"Capsiempis flaveola","Aves","Passeriformes","Tyrannidae","faunabr"
"Caracara plancus","Aves","Falconiformes","Falconidae","faunabr"
"Caryothraustes canadensis","Aves","Passeriformes","Cardinalidae","faunabr"
"Cathartes aura","Aves","Cathartiformes","Cathartidae","faunabr"
"Cathartes burrovianus","Aves","Cathartiformes","Cathartidae","faunabr"
"Celeus elegans","Aves","Piciformes","Picidae","faunabr"
"Celeus flavescens","Aves","Piciformes","Picidae","faunabr"
"Celeus flavus","Aves","Piciformes","Picidae","faunabr"
"Celeus torquatus","Aves","Piciformes","Picidae","faunabr"
"Cercomacra cinerascens","Aves","Passeriformes","Thamnophilidae","faunabr"
"Cercomacroides laeta","Aves","Passeriformes","Thamnophilidae","faunabr"
"Certhiasomus stictolaemus","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Certhiaxis cinnamomeus","Aves","Passeriformes","Furnariidae","faunabr"
"Chaetura brachyura","Aves","Apodiformes","Apodidae","faunabr"
"Chaetura chapmani","Aves","Apodiformes","Apodidae","faunabr"
"Chaetura cinereiventris","Aves","Apodiformes","Apodidae","faunabr"
"Chamaeza campanisona","Aves","Passeriformes","Formicariidae","faunabr"
"Charadrius wilsonia","Aves","Charadriiformes","Charadriidae","faunabr"
"Chelidoptera tenebrosa","Aves","Galbuliformes","Bucconidae","faunabr"
"Chionomesa fimbriata","Aves","Apodiformes","Trochilidae","faunabr"
"Chionomesa lactea","Aves","Apodiformes","Trochilidae","faunabr"
"Chiroderma doriae","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Chiroderma villosum","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Chlidonias niger","Aves","Charadriiformes","Sternidae","faunabr"
"Chloephaga picta","Aves","Anseriformes","Anatidae","faunabr"
"Chlorestes cyanus","Aves","Apodiformes","Trochilidae","faunabr"
"Chlorestes notata","Aves","Apodiformes","Trochilidae","faunabr"
"Chloroceryle aenea","Aves","Coraciiformes","Alcedinidae","faunabr"
"Chloroceryle americana","Aves","Coraciiformes","Alcedinidae","faunabr"
"Chloroceryle inda","Aves","Coraciiformes","Alcedinidae","faunabr"
"Chlorophanes spiza","Aves","Passeriformes","Thraupidae","faunabr"
"Chlorophonia cyanea","Aves","Passeriformes","Fringillidae","faunabr"
"Chlorostilbon lucidus","Aves","Apodiformes","Trochilidae","faunabr"
"Chlorostilbon mellisugus","Aves","Apodiformes","Trochilidae","faunabr"
"Chondrohierax uncinatus","Aves","Accipitriformes","Accipitridae","faunabr"
"Chordeiles acutipennis","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Chordeiles minor","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Chroicocephalus cirrocephalus","Aves","Charadriiformes","Laridae","faunabr"
"Chrysomus icterocephalus","Aves","Passeriformes","Icteridae","faunabr"
"Chrysomus ruficapillus","Aves","Passeriformes","Icteridae","faunabr"
"Chrysuronia leucogaster","Aves","Apodiformes","Trochilidae","faunabr"
"Chrysuronia versicolor","Aves","Apodiformes","Trochilidae","faunabr"
"Cichlocolaptes leucophrus","Aves","Passeriformes","Furnariidae","faunabr"
"Cichlopsis leucogenys","Aves","Passeriformes","Turdidae","faunabr"
"Cissopis leverianus","Aves","Passeriformes","Thraupidae","faunabr"
"Cistothorus platensis","Aves","Passeriformes","Troglodytidae","faunabr"
"Cnemotriccus fuscatus","Aves","Passeriformes","Tyrannidae","faunabr"
"Coccycua minuta","Aves","Cuculiformes","Cuculidae","faunabr"
"Coccyzus americanus","Aves","Cuculiformes","Cuculidae","faunabr"
"Coereba flaveola","Aves","Passeriformes","Thraupidae","faunabr"
"Colaptes campestris","Aves","Piciformes","Picidae","faunabr"
"Colaptes melanochloros","Aves","Piciformes","Picidae","faunabr"
"Colibri delphinae","Aves","Apodiformes","Trochilidae","faunabr"
"Colonia colonus","Aves","Passeriformes","Tyrannidae","faunabr"
"Columbina minuta","Aves","Columbiformes","Columbidae","faunabr"
"Columbina picui","Aves","Columbiformes","Columbidae","faunabr"
"Columbina squammata","Aves","Columbiformes","Columbidae","faunabr"
"Columbina talpacoti","Aves","Columbiformes","Columbidae","faunabr"
"Conirostrum speciosum","Aves","Passeriformes","Thraupidae","faunabr"
"Conopias trivirgatus","Aves","Passeriformes","Tyrannidae","faunabr"
"Conopophaga lineata","Aves","Passeriformes","Conopophagidae","faunabr"
"Conopophaga melanops","Aves","Passeriformes","Conopophagidae","faunabr"
"Contopus cinereus","Aves","Passeriformes","Tyrannidae","faunabr"
"Coragyps atratus","Aves","Cathartiformes","Cathartidae","faunabr"
"Coryphaspiza melanotis","Aves","Passeriformes","Thraupidae","faunabr"
"Coryphospingus cucullatus","Aves","Passeriformes","Thraupidae","faunabr"
"Coryphospingus pileatus","Aves","Passeriformes","Thraupidae","faunabr"
"Corythopis torquatus","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Cranioleuca semicinerea","Aves","Passeriformes","Furnariidae","faunabr"
